Identifier	Character	Dialogue	Filename	Line Number
act4_scene13_d0a8100c	giti	About religion{w=0.25}, you see{w=0.25}, Abhay Sir{w=0.25}, I do my prayers during the day.	game/scripts/act4.rpy	417
act4_scene13_b0b9db19	giti	And since there's no space to pray, I have to do my prayers in the toilet, and now the ladies' toilets are clogged too so that I have to do in the general toilet.	game/scripts/act4.rpy	419
act4_scene13_c25ea4a8	thinking	I know what she means.	game/scripts/act4.rpy	421
act4_scene13_a238fc8b	thinking	The men's loo could use some refresh{w=0.25}, or a flamethrower maybe.	game/scripts/act4.rpy	423
act4_scene13_42150d58		So what do you want, Giti?	game/scripts/act4.rpy	425
act4_scene13_6b7137d4	giti	‘I want a room I can use for my prayers, Abhay Sir.	game/scripts/act4.rpy	427
act4_scene13_a17c70dc	giti	It's not good to pray in the dirt like this.	game/scripts/act4.rpy	429
act4_scene13_bf8178ba	thinking	What should I do?	game/scripts/act4.rpy	431
act4_scene14_34f6f9c3	thinking	There can be no compromise on serious issues like religion.	game/scripts/act4.rpy	440
act4_scene14_2c32a4a2	thinking	I've taken my decision the minute she's started to talk.	game/scripts/act4.rpy	442
act4_scene15_1cb3c60a	thinking	First things first, a man needs his food three times a day.	game/scripts/act4.rpy	453
act4_scene15_f5ca0fb5	narration	You open your lunch box, and find delicious paneer fingers inside, with a side of steamed okras.	game/scripts/act4.rpy	455
act4_scene15_6950c836		Why did it have to be okras...?	game/scripts/act4.rpy	457
act4_scene15_0837d31f	giti	You have fried paneer, don't you complain.	game/scripts/act4.rpy	459
act4_scene15_27ea33ec	priyanka	This won't happen if you cook it yourself, Abhay Sir!	game/scripts/act4.rpy	461
act4_scene15_0b745e87	bapat	This is not a man's job!	game/scripts/act4.rpy	463
act4_scene15_9fa4fb82		I'm afraid I don't cook so well.	game/scripts/act4.rpy	465
act4_scene15_9759f094	manali	Then you learn! Hihi!	game/scripts/act4.rpy	467
act4_scene15_3e6d3824		I will try.{w=0.25} Why not?	game/scripts/act4.rpy	469
act4_scene15_031a80b1	manali	See, Bapat, Abhay Sir is ready for new experiences at least.	game/scripts/act4.rpy	471
act4_scene15_13d993aa	bapat	As is Donatello.	game/scripts/act4.rpy	473
act4_scene15_6d9de8f9	donatello	You're really looking for trouble, aren't you?	game/scripts/act4.rpy	475
act4_scene15_61afe5af	bapat	Just kidding this time, just kidding, trust me.	game/scripts/act4.rpy	477
act4_scene15_5514a475	thinking	Well, give peace a chance.	game/scripts/act4.rpy	479
act4_scene15_de196d07	thinking	It's been only two days, and here they are, talking, and laughing again.	game/scripts/act4.rpy	481
act4_scene15_6fd5d2ae	narration	You smile, then remember you have a pressing matter to solve, and shuffle back to your office.	game/scripts/act4.rpy	483
act4_scene15_5f7c0e51	thinking	So, what should I do now?	game/scripts/act4.rpy	487
act4_scene16_07f46ae8	thinking	Let's not change a winning strategy.	game/scripts/act4.rpy	495
act4_scene16_743464cd	thinking	Which one should I talk to first?	game/scripts/act4.rpy	497
act4_scene17_ad755bdf	bapat	The nerve of this woman!	game/scripts/act4.rpy	534
act4_scene17_77fd9000		Well, Bapat, all that she wants is to be able to pray.	game/scripts/act4.rpy	536
act4_scene17_db78562f	bapat	She can pray to her God, who am I to say she can't pray?	game/scripts/act4.rpy	538
act4_scene17_be7e3541		You know very well that praying in the toilets isn’t very nice, Bapat, she does that!	game/scripts/act4.rpy	540
act4_scene17_e63c9a22		It's been three years!	game/scripts/act4.rpy	542
act4_scene17_84bf6272	bapat	Oh so she uses our toilets for this as well? {w=0.25}No wonder they’re dirty.	game/scripts/act4.rpy	544
act4_scene17_92d3ccb2		What can she do, she has no other spaces in the company for praying!	game/scripts/act4.rpy	546
act4_scene17_2984644c	bapat	She can go to the mosque!	game/scripts/act4.rpy	548
act4_scene17_60e313bd	bapat	When I pray, I go to the temple myself, why can’t she do the same, why special rights, and service all the time?	game/scripts/act4.rpy	550
act4_scene17_fd53e2d3	bapat	Do I ask for special rights?	game/scripts/act4.rpy	552
act4_scene17_fe41e13a		You aren’t exactly a member of a minority in need, Bapat.	game/scripts/act4.rpy	554
act4_scene17_3d6ae29c	bapat	This is our country, Abhay, don’t fall prey to their stratagems!	game/scripts/act4.rpy	556
act4_scene17_3be53f86	bapat	Already they should be grateful that we play {i}Khwaja Mere Khwaja{/i} during company functions like we always do, so that they’re happy, that’s it, don’t overdo it!	game/scripts/act4.rpy	558
act4_scene17_f3cf6b09	thinking	What should I do now?	game/scripts/act4.rpy	560
act4_scene18_e41fceb0	priyanka	I knew this would happen.	game/scripts/act4.rpy	572
act4_scene18_d73abc7f	priyanka	The minute you decide to give them special treatment, they ask for more, and more, and-	game/scripts/act4.rpy	574
act4_scene18_75cf4c9f		I get it, Priyanka.	game/scripts/act4.rpy	576
act4_scene18_faafb76d	priyanka	You can’t turn this office into a mosque, Abhay!	game/scripts/act4.rpy	578
act4_scene18_8f3fa95c		We’re talking one room, here, small one, for less than an hour a day in total.	game/scripts/act4.rpy	580
act4_scene18_fe02f372	priyanka	And then what? What will it be next? More holidays? A salary raise?	game/scripts/act4.rpy	582
act4_scene18_e046baa5		She never asked for any of this, it’s only decent, Priyanka, she’s been kneeling in the toilets for three years!	game/scripts/act4.rpy	584
act4_scene18_791a2ee8	priyanka	It makes us all very uncomfortable, Abhay!	game/scripts/act4.rpy	586
act4_scene18_9f8bf91a		Who's "us", tell me?	game/scripts/act4.rpy	588
act4_scene18_b5a01005	priyanka	{i}All of us!{/i}	game/scripts/act4.rpy	590
act4_scene18_f3cf6b09	thinking	What should I do now?	game/scripts/act4.rpy	594
act4_scene19_ddee653e	donatello	This is too much, Abhay	game/scripts/act4.rpy	604
act4_scene19_94871ed8		Why?	game/scripts/act4.rpy	606
act4_scene19_be6d97a2	donatello	Not forcing her to go to Hindu ceremonies is one thing, but this prayer space idea is going too far, it’s not Emirate Airlines here.	game/scripts/act4.rpy	608
act4_scene19_6bce02ae		You do realize she’s praying in the {i}toilet{/i}, Donald?	game/scripts/act4.rpy	610
act4_scene19_fa52a18b	donatello	And what of us all?	game/scripts/act4.rpy	612
act4_scene19_81b424b6	donatello	We don’t have a room either, this is unfair.	game/scripts/act4.rpy	614
act4_scene19_25d396ce		This is a different religion, that’s why.	game/scripts/act4.rpy	616
act4_scene19_6a90e1a1		We allow sikhs with turbans, and even kukris, don’t we?	game/scripts/act4.rpy	618
act4_scene19_170888db	donatello	It’s not the same thing{w=0.25}, we didn’t build a mandir in here, did we?	game/scripts/act4.rpy	620
act4_scene19_f5386cae		But we have a mandir, just over there.	game/scripts/act4.rpy	622
act4_scene19_83ff31b6	narration	You point in the general direction of the shrine in the office.	game/scripts/act4.rpy	624
act4_scene19_33d15363	donatello	Not a mandir room, Abhay, she wants a whole room just for herself!	game/scripts/act4.rpy	626
act4_scene19_c15d5164	donatello	How can you accept this?	game/scripts/act4.rpy	628
act4_scene19_91311f16	donatello	How come they have all the benefits, and nothing for us, this is {i}our{/i} country!	game/scripts/act4.rpy	630
act4_scene19_09150417		You don’t accept her religion, Donald.	game/scripts/act4.rpy	632
act4_scene19_efa3d0b9	donatello	Of course I do.	game/scripts/act4.rpy	634
act4_scene19_37f0381e	donatello	Don’t be naive, Abhay, you can’t give them what even we don’t have!	game/scripts/act4.rpy	636
act4_scene19_f3cf6b09	thinking	What should I do now?	game/scripts/act4.rpy	640
act4_scene20_5c7315b3	manali	So she's been praying in the toilet for three years?	game/scripts/act4.rpy	650
act4_scene20_c0bd07f3	narration	You nod. She whistle.	game/scripts/act4.rpy	652
act4_scene20_e43b4299	manali	Maybe it's about time we do something to change that?	game/scripts/act4.rpy	654
act4_scene20_28849288		Yes, Manali, but don’t you think that this would be unfair for Hindus since we have no prayer room either?	game/scripts/act4.rpy	656
act4_scene20_ee523262	manali	...	game/scripts/act4.rpy	658
act4_scene20_d5006595	manali	You know, Abhay, if I imagine myself in her place...	game/scripts/act4.rpy	660
act4_scene20_8e152050	manali	I must say that the whole office is a bit of a prayer room.	game/scripts/act4.rpy	662
act4_scene20_65b0ffc7	manali	There’s the Ganapati up there, and the incense, and flower offerings we do in the morning.	game/scripts/act4.rpy	664
act4_scene20_b2806698	manali	We even invite brahmins to bless the office!	game/scripts/act4.rpy	666
act4_scene20_1ad8c816		Fair enough.	game/scripts/act4.rpy	668
act4_scene20_a7adf203		So you think I should agree?	game/scripts/act4.rpy	670
act4_scene20_3f19f97d	manali	I don’t know.{w=0.25} I don’t know how the others will react.	game/scripts/act4.rpy	672
act4_scene20_2d47fc43		*sigh*	game/scripts/act4.rpy	674
act4_scene20_bf03580a	manali	Maybe you could ask the brahmin who came yesterday?	game/scripts/act4.rpy	676
act4_scene20_fe2e657b	manali	He seemed a good man.	game/scripts/act4.rpy	678
act4_scene20_f3cf6b09	thinking	What should I do now?	game/scripts/act4.rpy	682
act4_scene21_4ceb4a94	narration	You write to M. Rajkumar, the company’s Lawyer, and explain him the situation so that he can give you his advice. He answers a few hours later	game/scripts/act4.rpy	688
act4_scene21_4dc485f0	mail	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Prayer room Dear M. Chandrakant, The company cannot be held responsible ceteris paribus of the freedom of religion of its employees. As such, and notwithstanding, you are in no legal obligation to provide for a prayer locus, except in such situations where a prayer locus has been created within the company precincts for other confessions, in which case your employee could claim an unequal treatment, and ask for the corresponding damages. Since the matter entails subjects of philosophical, as well as spiritual importance, I kindly urge you to ask to the spiritual authorities of your convenience for the rule of the Law falters in front of such highness. Also, having the toilets cleaned won’t probably hurt your case. With my very best regards, M. Rajkumar	game/scripts/act4.rpy	690
act4_scene21_f3cf6b09	thinking	What should I do now?	game/scripts/act4.rpy	700
act4_scene22_6679712a	narration	You write to M. Gopinath, and ask for his advice. You receive an automatic out-of-the-office answer minutes later, and never hear about it again.	game/scripts/act4.rpy	706
act4_scene22_63a4d27a	mail	adnan.gopinath@cryptaloo.com To: abhay.chandrakant@cryptaloo.in Out of the Office I am currently on leave as I participate in a sledge competition in Finland. I will answer you as soon as I am back in office. If you have any urgent matter, kindly write to M. Chandrakant at the following email: abhay.chandrakant@cryptaloo.in. Best regards, M. Gopinath	game/scripts/act4.rpy	708
act4_scene23_3dc16975		I can't do this, Giti.	game/scripts/act4.rpy	724
act4_scene23_704e620e	thinking	Better get straight to the point.	game/scripts/act4.rpy	726
act4_scene23_9d0d3aed	giti	Why not, Abhay Sir?	game/scripts/act4.rpy	728
act4_scene23_40fc3380		Because the others won’t understand why Muslims would get a special place, when we don't have any such spaces for Hindus, they think it’s unfair.	game/scripts/act4.rpy	730
act4_scene23_11e4f95e	giti	Yet they have a shrine in the office itself, and blessing ceremonies.	game/scripts/act4.rpy	732
act4_scene23_cbab1526		It’s true, Giti, but that’s how it is, there’s nothing I can do. I am sorry.	game/scripts/act4.rpy	734
act4_scene23_7405901e	giti	We can’t have everything, can we?	game/scripts/act4.rpy	736
act4_scene23_05b69145	narration	You nod, and smile, happy that she understands.	game/scripts/act4.rpy	738
act4_scene23_e491a835	giti	We can't even have tolerance these days, this is too much to ask for in this world.	game/scripts/act4.rpy	740
act4_scene23_3ece963f	narration	You stop smiling.	game/scripts/act4.rpy	742
act4_scene23_e982e746		Giti, please, don't talk it like this...	game/scripts/act4.rpy	744
act4_scene23_706ff8a2	giti	It’s fine, Abhay Sir, I’ve been praying in the toilets for three years.	game/scripts/act4.rpy	746
act4_scene23_258b7ed1	giti	I can do it some more.	game/scripts/act4.rpy	750
act4_scene23_234af237	thinking	What now?	game/scripts/act4.rpy	752
act4_scene24_d3d0edd0		Of course, you'll have it, Giti.	game/scripts/act4.rpy	763
act4_scene24_49f271dd	giti	...!	game/scripts/act4.rpy	765
act4_scene24_4d4f480d	giti	Sir, Abhay Sir, this is very good of you.	game/scripts/act4.rpy	767
act4_scene24_85fadf57		Don’t mention it, Giti, it’s nothing.	game/scripts/act4.rpy	769
act4_scene24_ab25d505		We never use the fifth floor storage room anyway so, why not get it cleaned, and prepared for your prayers?	game/scripts/act4.rpy	771
act4_scene24_35c37cf4	giti	I will never forget, Abhay Sir, and I will pray for you!	game/scripts/act4.rpy	773
act4_scene24_6ca0804b		You can.{w=0.25} You have the room for this now after all!	game/scripts/act4.rpy	775
act4_scene24_234af237	thinking	What now?	game/scripts/act4.rpy	779
act4_scene25_099a0bd9	narration	You can’t make a single person happy at the expense of all the others...	game/scripts/act4.rpy	787
act4_scene25_337d1057	narration	The following weeks, Giti’s a little bit less active during the meetings, and eats more on her own at lunch, you hope she will understand your decision, and come back to her kind, efficient self before the new CEO steps in.	game/scripts/act4.rpy	789
act4_scene26_34eb344c	narration	Of course, Giti is delighted. All the other employees except Manali resent your decision, though, you can feel it in the way they talk, and look at you.	game/scripts/act4.rpy	797
act4_scene26_939fabd4	narration	 Well, you’re the Human Resources Manager, not their best friend forever, and you hope that once the dust settles, everybody will get back to their former, friendly selves.	game/scripts/act4.rpy	799
act4_scene27_eac253ad	narration	You decide to write to the Brahmin who came to bless the office, and to explain him the situation with Giti. After all, you’re dealing with a religious issue, and he’s a religious person. On the other hand, he’s a representative of the Hindus, and you assume that his answer will not help Giti much, but who knows?{p} He answers a few hours later.	game/scripts/act4.rpy	807
act4_scene27_abf198f6	mail	swamiramram@jio.in To: abhay.chandrakant@cryptaloo.in Re: Giti Madam Abhay, If we want respect from others, we should give them our respect first. We live in peace now in India because of this respect. I have seen prayer rooms in international airports, they are open to all, I have sung prayers in one such room in the past next to a Jewish Rabbi. Maybe you could use airports as an inspiration? Be blessed, Swami Ram Ram	game/scripts/act4.rpy	810
act4_scene28_3069378b	narration	Following Swami Ram Ram’s advice, you create a neutral space open to the prayers, yoga, and meditation of all religions. There is still some resistance from some of the employees, but at the end, even Bapat uses it for his yoga, and peace has returned to the office. Congratulations.	game/scripts/act4.rpy	823
closure_8cf23f5f	narration	The big day has finally come.	game/scripts/closure.rpy	3
closure_8b6c50e0	narration	You're all gathered together, fidgeting as you wait for Ashwini, your new CEO, to step in.	game/scripts/closure.rpy	5
closure_bf3d77ca	narration	You can't help forming a picture in your mind, an ideal of what CEOs are, and how they should behave, dress, and speak. This one especially comes straight from the international headquarters. Modern, business-oriented, with a low loud voice, you think.	game/scripts/closure.rpy	7
closure_767e6cfb	narration	You're all nervous, of course, since there's much at stake. In one sweep of the hand, a CEO could kick Bapat, Giti, or yourself.	game/scripts/closure.rpy	11
closure_2e12630d	narration	You've taken a lot of decisions lately, changed a lot of things for good, or for worse, and you feel like your fate is hanging in the balance.	game/scripts/closure.rpy	13
closure_aa8388fa	narration	You see M. Gopinath from the corner of your eye, wearing a brand new tan like a new suit, white teeth out like a ravenous tiger, and you wonder where he's been all this time.	game/scripts/closure.rpy	15
closure_4dcc4c1a	narration	 Everybody stands up as the door opens, staring at the makeshift stage, and at the microphone. A middle-aged woman in a sari steps in, smiling.	game/scripts/closure.rpy	17
closure_9777eba1	bapat	False alert!	game/scripts/closure.rpy	19
closure_818a2618	narration	Bapat says this as he sits down, but the woman stares at him, stone cold, and walks straight to the microphone. Bapat stands up, sweating profusely as the woman starts to speak.	game/scripts/closure.rpy	21
closure_903ba0f3	thinking	{i}Ashwini{/i}, of course!	game/scripts/closure.rpy	23
closure_01c4a7c0	thinking	Ashwini, why on Earth did I think the CEO was a man ?!	game/scripts/closure.rpy	25
closure_fe94ff36	ashwini	Good morning everybody. My name is Ashwini Baghyashree.	game/scripts/closure.rpy	27
closure_9fbbd7f3	ashwini	I am very happy to see you all gathered here today, as CRYPTALOO India is entering a new phase with the full support and guidance of our International Headquarters.	game/scripts/closure.rpy	29
closure_2f8a3f7a	ashwini	Having worked here for many years, you have paved the ground for CRYPTALOO's future successes, and will play an important role in the developments to come.	game/scripts/closure.rpy	31
closure_c2d7fc6f	ashwini	For this, I want to thank you all.	game/scripts/closure.rpy	33
closure_2f7c3788	narration	She pauses. Everybody applauses. You wonder what's coming next.	game/scripts/closure.rpy	35
closure_869da3fc	ashwini	I am here to take CRYPTALOO India to the next level with the planned extension of four offices around the country, and to help CRYPTALOO India to enter the global market, and culture.	game/scripts/closure.rpy	37
closure_67fcc091	ashwini	I have followed the recent developments of the past weeks, and I must say that as far as global culture is concerned, I have been surprised!	game/scripts/closure.rpy	39
closure_2e52e21c	ashwini	I was saddened to learn that a woman could be shamed in your office without any reaction from its head management.	game/scripts/closure.rpy	42
closure_ee8eb9b1	ashwini	By laying the fault on Priyanka, or letting it happen, you have actually taken sides with the harassers against the victim.	game/scripts/closure.rpy	44
closure_94688bf0	ashwini	This is not how the culture can change, and this casts a bad light on the company in general.	game/scripts/closure.rpy	46
closure_49326b0d	narration	Ashwini looks at you straight in the eyes, and speaks.	game/scripts/closure.rpy	48
closure_f6461f14	ashwini	M. Chandrakant, I know that you did what you thought was right, but you're not the company's psychologist.	game/scripts/closure.rpy	50
closure_b224325e	ashwini	And trying to meddle with the employee’s private life as you did when Priyanka was having troubles didn't help to solve the situation{w=0.25}, to say the least.	game/scripts/closure.rpy	52
closure_5ceb7be1	ashwini	We can't confuse private and professional life, or let people take advantage of private informations.	game/scripts/closure.rpy	54
closure_bc2403cd	narration	She looks at Bapat sideways, and continues.	game/scripts/closure.rpy	56
closure_19520277	ashwini	In that case, you should have reported the situation, ensured Priyanka of your support, and taken a firm action to stop the shaming she was facing.	game/scripts/closure.rpy	58
closure_9b89d93c	ashwini	I must say I'm impressed, M. Chandrakant.	game/scripts/closure.rpy	60
closure_7a86386a	ashwini	Not only did you resolve the situation caused by Priyanka's shaming by implementing a dress code that can’t be disputed since it applies to all of CRYPTALOO’s branches,	game/scripts/closure.rpy	62
closure_79f42e2f	ashwini	But you have also laid the ground for future policies towards inclusiveness, and tolerance masterfully!	game/scripts/closure.rpy	64
closure_6ebd69b9		<Error: Act 1 Ending Missing>	game/scripts/closure.rpy	66
closure_a4715bf9	ashwini	On another subject, I am happy to see that Giti has been promoted.	game/scripts/closure.rpy	69
closure_76a65f0b	ashwini	It was about time Madam Shaikh was rewarded for her efforts, and takes on more responsibilities with us.	game/scripts/closure.rpy	71
closure_5cedecaf	ashwini	Too long have we seen people thriving on titles, and positions, while the groundwork was done by someone else, this needs to change.	game/scripts/closure.rpy	73
closure_dd846281	ashwini	Unfortunately, we now have a lawsuit on our hands because you didn't hear Madam Shaikh's legitimate request out, M. Chandrakant.	game/scripts/closure.rpy	75
closure_ba4f0729	ashwini	If I'm not mistaken, she was leading the Transportation Department in addition to her job, and took many responsibilities that weren't her own.	game/scripts/closure.rpy	77
closure_238adba4	ashwini	Why would you ignore her request for a promotion, was it undeserved?	game/scripts/closure.rpy	79
closure_719b7b26		I-I{w=0.25}, err-{w=0.25}, I wasn't,{w=0.25} I don't know.	game/scripts/closure.rpy	81
closure_fe08da30	ashwini	Yes, I know you don't know, M. Chandrakant, because you didn't consider her situation, or her value for the company, and now I must defuse this trial.	game/scripts/closure.rpy	83
closure_c3dbfc71		<Error: Act 2 Ending Missing>	game/scripts/closure.rpy	85
closure_51f6a9fe	ashwini	This being said, I have been informed of an employee of this company, who had to face a difficult situation because of his sexual orientation.	game/scripts/closure.rpy	88
closure_c3562f12	ashwini	While I support and endorse your views on inclusiveness on this matter, M. Chandrakant, the way you've dealt with the employees' reactions to this situation was rather harsh, even repressive.	game/scripts/closure.rpy	90
closure_b9acb96e	ashwini	Since this is a delicate matter, you should have tried to listen more, and gradually bring the employees over to your views instead of punishing them, and reinforcing their prejudices.	game/scripts/closure.rpy	92
closure_e4446a5b	ashwini	That wasn't very skillful, M. Chandrakant, and I withdraw the collective warning you have issued at that time.	game/scripts/closure.rpy	94
closure_51f6a9fe_1	ashwini	This being said, I have been informed of an employee of this company, who had to face a difficult situation because of his sexual orientation.	game/scripts/closure.rpy	96
closure_f5c29622	ashwini	I am well aware that this was a delicate situation, but the least you could have done, M. Chandrakant, was to provide him with your support and understanding instead of howling with the wolves.	game/scripts/closure.rpy	98
closure_23244955	ashwini	I am truly disappointed.	game/scripts/closure.rpy	100
closure_f0bddb08	ashwini	This being said, I have been informed of the situation of an employee of this company, who had to face a difficult situation because of his sexual orientation.	game/scripts/closure.rpy	102
closure_1cba118b	ashwini	You have surprised me, M. Chandrakant, I must say, when you decided to apply the international policy to our Indian branch.	game/scripts/closure.rpy	104
closure_06f54203	ashwini	It wasn't your call to establish a new policy all by yourself though I understand you did it to defuse a potentially disruptive situation.{w=0.25} I appreciate your efforts.	game/scripts/closure.rpy	106
closure_c8baa4f2	ashwini	I still need time to consider how to apply the international policy to our branch,	game/scripts/closure.rpy	108
closure_200c5893	ashwini	But in the meantime I assure all of you that no employee will be discriminated against in this company for his sexual orientation.	game/scripts/closure.rpy	110
closure_1b76bd7c		<Error: Act 3 Ending Missing>	game/scripts/closure.rpy	112
closure_7261e9dc	ashwini	Last but not least, I must remind you, M. Chandrakant, that India is a secular country!	game/scripts/closure.rpy	115
closure_474b3089	ashwini	How on Earth did you come to the conclusion that you could fire an employee because she wouldn't want to participate to a religious ceremony?	game/scripts/closure.rpy	117
closure_b19febe7	ashwini	This is not a temple, this is a corporate office!	game/scripts/closure.rpy	119
closure_53c77488	ashwini	An individual's religion shouldn't matter at the office, and if we believe in our Constitution, it shouldn't even matter anywhere in India!	game/scripts/closure.rpy	121
closure_41b2b66e	ashwini	Last but not least, I wonder why you didn't accept to give your employees a room for their prayers, M. Chandrakant?	game/scripts/closure.rpy	123
closure_30e95fa6	ashwini	Is that because you think that religion should have no say at all in the company?	game/scripts/closure.rpy	125
closure_08e0a16d	ashwini	If this is the case, then why is the shrine still in the entrance?	game/scripts/closure.rpy	127
closure_d468542e	ashwini	It's either all or none, M. Chandrakant, we can't pick and choose, and force our individual beliefs on others.	game/scripts/closure.rpy	129
closure_0d57eae9	ashwini	Last but not least, I must say that I approve your giving the employees a space for their prayers, M. Chandrakant.	game/scripts/closure.rpy	131
closure_2b9a7fdb	ashwini	We all work in the same company, but are different people, and we need to welcome everyone as they are regardless of their faith.	game/scripts/closure.rpy	133
closure_05285383		<Error: Act 4 Ending Missing>	game/scripts/closure.rpy	135
closure_ending_3e1ddba2	ashwini	As you all can see, our small family is changing, and expanding.	game/scripts/closure.rpy	142
closure_ending_c27f093f	ashwini	This means that there will be new opportunities for all of you, and new ways of working together.	game/scripts/closure.rpy	144
closure_ending_ec884346	ashwini	Some of you will feel pushed, and will resent the changes, while others will embrace them.	game/scripts/closure.rpy	146
closure_ending_32de0581	ashwini	I want to let you know that I will always be available to listen to you, to help, and to support you.	game/scripts/closure.rpy	148
closure_ending_cbc50334	ashwini	In order to prove these words, I am not taking any action today except for one.	game/scripts/closure.rpy	150
closure_ending_085e5737	ashwini	Change is a process, it takes time and understanding, and I will give you plenty of those so that you can adjust and determine by yourself how to cope with these changes and new work environment.	game/scripts/closure.rpy	152
closure_ending_2422e7a5	narration	You raise your hand.	game/scripts/closure.rpy	154
closure_ending_1159d4cc		Madam, you said you would take one action, which is it?	game/scripts/closure.rpy	156
closure_ending_d802c9ca	ashwini	Oh yes, that.	game/scripts/closure.rpy	158
closure_ending_35c2cb55	ashwini	M. Gopinath, can you step forward please?	game/scripts/closure.rpy	160
closure_ending_0773f4f6	narration	M. Gopinath seems surprised, and moves forward.	game/scripts/closure.rpy	162
closure_ending_9f58396b	ashwini	Where were you all this time? {w=0.25}Why didn't you answer your emails?	game/scripts/closure.rpy	164
closure_ending_16fe9922	ashwini	You know that you were supposed to be back last week, didn't you?	game/scripts/closure.rpy	166
closure_ending_e9a72567	narration	M. Gopinath blushes, and growls something that you can't hear.	game/scripts/closure.rpy	168
closure_ending_e21d33fb	ashwini	You are fired, M. Gopinath.	game/scripts/closure.rpy	170
closure_ending_df7aa692	thinking	I see.	game/scripts/closure.rpy	174
closure_ending_2642e5b3	thinking	Kind words, and a display of power, times are going to be interesting.	game/scripts/closure.rpy	176
closure_ending_b53db085	ashwini	M. Chandrakant, I have a few words for you as well.	game/scripts/closure.rpy	178
closure_bad_ending_7b8a019a	ashwini	You have managed to achieve the feat of getting the company sued, an employee quitting, and to change dramatically the atmosphere for the worst in just one week.	game/scripts/closure.rpy	190
closure_bad_ending_578dadfc	ashwini	I must say I didn’t think it was possible to be lacking empathy to this extent.	game/scripts/closure.rpy	192
closure_bad_ending_2cb15a0e	ashwini	With M. Gopinath away, you had an opportunity to show what you were capable of, and, well, you did.	game/scripts/closure.rpy	194
closure_bad_ending_37a2f5c2	thinking	Wrong. Wrong. Wrong. I got it all wrong!	game/scripts/closure.rpy	196
closure_bad_ending_5def0da4	narration	You thought that you would be congratulated for your hard but necessary decisions, and it sure looks like you’re not going to be.	game/scripts/closure.rpy	198
closure_bad_ending_5d47d62e	ashwini	I will try to connect with Giti, and to offer her to become our new Human Resources Manager.	game/scripts/closure.rpy	200
closure_bad_ending_18b27029	ashwini	It’s been a long time she should have been promoted.	game/scripts/closure.rpy	202
closure_bad_ending_a8dc34cc	thinking	{i}What!{/i}	game/scripts/closure.rpy	204
closure_bad_ending_4b79aca7	ashwini	If you accept, you can be her assistant, M. Chandrakant{w=0.25}, maybe you’ll learn from her.	game/scripts/closure.rpy	206
closure_bad_ending_7b170b4e	ashwini	If it doesn’t suit you, you’re free to resign.	game/scripts/closure.rpy	208
closure_bad_ending_451e2140	thinking	{i}Just.{w=1} Like.{w=1} That.{/i}	game/scripts/closure.rpy	210
closure_bad_ending_d9111ed6	narration	You redden with anger, and prepare yourself to answer this infamy when the thought hits you like a bullet:{p} {i}What if she has a point?{w=0.5} What if you stayed indeed?{w=0.5} That would be a whole new story, yet to be written.	game/scripts/closure.rpy	212
closure_good_ending_9acf2df0	ashwini	With M. Gopinath away, and myself still abroad, the fate of the whole Indian branch was lying upon your shoulders, M. Chandrakant.	game/scripts/closure.rpy	218
closure_good_ending_8b3c22bd	ashwini	Weaker, less resolute men would have left the situations to fester, and waited for my coming, but this is not what you did.	game/scripts/closure.rpy	220
closure_good_ending_da718186	ashwini	Instead, you took upon you to solve everything as you could, listened to everyone, and tried to find the most inclusive solutions with an open mind.	game/scripts/closure.rpy	222
closure_good_ending_bbecc9d4	narration	You blush.	game/scripts/closure.rpy	224
closure_good_ending_176de36d		T-That's only-	game/scripts/closure.rpy	226
closure_good_ending_d7144d05	ashwini	I am very impressed, and happy to see such qualities of both management, and empathy, in you.	game/scripts/closure.rpy	228
closure_good_ending_d6992c1c	ashwini	For this reason, I would like to offer you M. Gopinath’s position in this branch, and to commend you for management training sessions at our International Headquarters.	game/scripts/closure.rpy	230
closure_good_ending_d6c65761	narration	You feel a bit tipsy, and a bit proud. Just a week ago, you were reaching the office with a pang of anxiety, knowing that you would be the one in charge, and now it seems that you’ve been successful all the way.	game/scripts/closure.rpy	232
closure_good_ending_91dad41e	thinking	{i}Administrative Director? Me?{/i}	game/scripts/closure.rpy	234
closure_good_ending_f4ce6b87	ashwini	M. Chandrakant?	game/scripts/closure.rpy	236
closure_good_ending_b3000246	narration	She was talking while you were trying to make sense out of her words.	game/scripts/closure.rpy	238
closure_good_ending_35687e64		Yes, Madam?	game/scripts/closure.rpy	240
closure_good_ending_e0ad2370	ashwini	I've asked you a question, {w=0.25}do you accept this position?	game/scripts/closure.rpy	242
closure_good_ending_f45aa411		YES!	game/scripts/closure.rpy	244
closure_good_ending_b20b2c1d		YES, MADAM!	game/scripts/closure.rpy	246
closure_good_ending_89c99536	narration	And everybody laughs.	game/scripts/closure.rpy	248
closure_mixed_ending_b74ef538	ashwini	You did what you could, M. Chandrakant.	game/scripts/closure.rpy	251
closure_mixed_ending_b5440402	ashwini	I know that you were alone in here with M. Gopinath on leave, and myself away. I know that it wasn’t easy.	game/scripts/closure.rpy	253
closure_mixed_ending_e2df5a4d		Yes, Madam.{w=0.25} I did my best, and-	game/scripts/closure.rpy	255
